#peak_num	name	confidence	molecular_ion
1903	Benzene, (1-ethylnonyl)-	2	232
1905	2,4-Octadienal, (E,E)-	0	124
1907	Methyl-(2-hydoxy-3-ethoxy-benzyl)ether	2	182
1916	2,5-Dimethoxythiophenol	2	170
1919	Dodecane, 1-chloro-	0	204
1920	n-Tridecan-1-ol	0	200
1923	1,3-Cyclopentadiene, 2-(4-bromobutyl)-5,5-dimethyl-	0	228
1924	Phenol, 4-(1,1-dimethylpropyl)-	0	164
1929	Ethanone, 1-(7-hydroxy-5-methoxy-2,2-dimethyl-2H-1-benzopyran-8-yl)-	2	248
1933	Benzoic acid, 2,4-dihydroxy-6-methyl-, methyl ester	2	182
1936	Tridecanoic acid, 12-methyl-, methyl ester	2	242
1941	Allyl levulinate	0	156
1948	2-Propenoic acid, tridecyl ester	0	254
1953	n-Hexyl salicylate	2	222
1954	Valeric acid, 4-pentadecyl ester	0	312
1957	3-O-Methyl-d-glucose	0	194
1961	Tridecanenitrile	0	195
1963	Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-	2	220
1964	1(2H)-Acenaphthylenone	2	168
1965	1-Nitro-á-d-arabinofuranose, tetraacetate	0	363
1966	Benzenesulfonamide, 4-methyl-	2	171
1967	2(3H)-Furanone, dihydro-5-methyl-5-(2-methylpropyl)-	0	156
1972	2-Dodecanone	0	184
1976	p-Xylylene dithiocyanate	0	220
1977	2(3H)-Benzothiazolone	2	151
1978	(S)-(+)-2',3'-Dideoxyribonolactone	0	116
1979	Methyl myristoleate	0	240
1984	Patchouli alcohol	2	222
1985	5H-[1]Benzopyrano[3,4-b]pyridin-5-one, 9-amino-1,2,3,4-tetrahydro-	2	216
1987	5-Azabenzimidazole	2	119
1988	4-Methyleneproline	0	127
1993	2-Hydroxy-2-phenylacetic acid, p-methoxybenzyl ester	0	272
1995	(S)-(+)-2',3'-Dideoxyribonolactone	0	116
1997	3-Hexyne, 2,2-dimethyl-1-dimethylamino-	0	153
1998	Benzene, (1-methylundecyl)-	0	246
1999	Benzestrol	0	298
2004	13,16-Octadecadienoic acid, methyl ester	0	294
2010	Phenol, 2,6-dimethoxy-4-(2-propenyl)-	2	194
2011	4-(4-Methoxycarbonylbutyl)-4-butanolide	0	200
2016	Fumaric acid, isohexyl 4-methylpent-2-yl ester	2	284
2018	m-Anisic acid, 4-nitrophenyl ester	0	273
2022	Benzaldehyde, 3-phenoxy-	2	198
2023	Pyrrolidine, 2-methylthio-5-pentyl-	0	281
2024	1,2-Cyclopentanedione, 3-phenyl-	2	174
2028	Benzoic acid, 2-ethylhexyl ester	0	234
2037	2H-Pyran-2-one, 6-heptyltetrahydro-	0	198
2039	Acetaminophen	2	151
2041	1-Hexanamine, 2-ethyl-N-(2-ethylhexyl)-N-methyl-	0	255
2043	1,3-Cyclohexadiene-1-carboxylic acid, 2,6,6-trimethyl-, ethyl ester	0	194
2044	1,2-Benzenediol, o-(1-adamantancarbonyl)-o'-(cyclobutanecarbonyl)-	0	354
2045	Methyl propyl phthalate	0	222
2046	Benzoic acid, 2,4-dihydroxy-3,6-dimethyl-, methyl ester	2	196
2047	p-Hydroxybiphenyl	2	170
2048	Benzene, (1-pentylheptyl)-	2	246
2050	Decanamide, N-(2-hydroxyethyl)-	0	215
2051	1,1'-Biphenyl, 2,2'-diethyl-	2	210
2056	Celestolide	2	244
2057	m-Anisic acid, 4-cyanophenyl ester	0	253
2058	1,3-Cyclohexadiene-1-carboxylic acid, 2,6,6-trimethyl-, ethyl ester	0	194
2059	Benzene, 1,1'-butylidenebis-	2	210
2060	2(1H)-Naphthalenone, 3,4-dihydro-	2	146
2061	2-Furancarboxylic acid, tetrahydro-3-methyl-5-oxo-, methyl ester	0	158
2066	1,2(4H)-Oxazine-3-ol, 5,6-dihydro-6-oxo-, benzoate	0	219
2069	Cotinine	2	176
2071	1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-	2	236
2072	1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-	2	222
2077	Phenol, 2-(1-phenylethyl)-	2	198
2079	1,4,7,10,13,16,19,22-Octaoxacyclotetracosane-2,14-dione	0	380
2082	Benzene, (1-propyldecyl)-	0	260
2083	3-(4-Buthoxybenzylthio)-1,2,4-(4H)-triazole	0	263
2084	Phenol, 4-(1,1-dimethylpropyl)-	0	164
2085	1-(2,4-Dihydroxybenzoyl)-3-ethyl-5-trifluoromethyl-5-hydroxy-2-pyrazoline	0	318
2090	Benzoic acid, 1-methylethyl ester	2	164
2091	Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-	2	196
2093	3-(4-Buthoxybenzylthio)-1,2,4-(4H)-triazole	0	263
2095	Benzamide, N-propyl-	2	163
2098	Tetradecanoic acid	2	228
2100	o-Anisic acid, tridec-2-ynyl ester	0	330
2101	1,3-Cyclopentadiene, 1-(4-bromobutyl)-5,5-dimethyl-	0	228
2117	Phenol, 2,5-bis(1-methylethyl)-	0	178
2129	Phenol, 4-(1,1-dimethylpropyl)-	0	164
2131	7-Acetyl-2-hydroxy-2-methyl-5-isopropylbicyclo[4.3.0]nonane	0	238
2135	1H-Isoindole-1,3(2H)-dione, 2-(2-hydroxyethyl)-	2	191
2141	Pentadecane, 1-bromo-	0	290
2143	Benzene, 1,1'-butylidenebis-	2	210
2146	Phthalic acid, methyl neopentyl ester	0	250
2150	Benzene, (1-ethyloctyl)-	0	218
2152	2,2-diphenylpropionic acid, 2,2,2-trifluoroethyl ester	0	308
2153	Swep	2	219
2159	Tetradecane, 1-chloro-	0	232
2160	Hexadecen-1-ol, trans-9-	0	240
2161	Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-	0	244
2164	2,6-Pyridinedicarboxylic acid, octyl phenethyl ester	0	383
2165	Tri(2-chloroethyl) phosphate	2	284
2166	Benzo[h]cinnoline	2	180
2169	Pentadecanoic acid, 14-methyl-, methyl ester	2	270
2176	3,5-di-tert-Butyl-4-hydroxybenzaldehyde	2	234
2177	Tetraethyleneglycol monomethylether	0	208
2183	Benzyl Benzoate	2	212
2185	1-Butanone, 1-(2,4,6-trihydroxy-3-methylphenyl)-	2	210
2188	Tridecanoic acid, 12-methyl-, methyl ester	2	242
2190	Trichloroacetic acid, 1-adamantylmethyl ester	0	310
2191	2-Butenoic acid, 3-[[(ethylamino)methoxyphosphinothioyl]oxy]-, 1-methylethyl ester, (E)-	0	281
2192	Phthalic acid, ethyl nonyl ester	0	320
2196	cis-à-Bisabolene	2	204
2200	Pentaethylene glycol	0	238
2201	Naphtho[2,1-b]thiophene	2	184
2203	13,16-Octadecadienoic acid, methyl ester	0	294
2208	1-Pentadecanol acetate	0	270
2217	N-Methyldodecanamide	0	213
2222	N-(2-Cyano-ethyl)-benzenesulfonamide	2	210
2235	Diazinone	2	304
2236	2-Propanol, 1-chloro-, phosphate (3:1)	2	326
2239	Benzenemethanol, 3-phenoxy-	2	200
2249	Benzoic acid, 2-hydroxy-, pentyl ester	0	208
2254	2,3-Quinoxalinedione, 1,4-dihydro-6-methyl-	2	176
2263	Phenanthrene	2	178
2271	2-Propanol, 1-chloro-, phosphate (3:1)	2	326
2272	4-O-Acetyl-2,5-di-O-methyl-3,6-dideoxy-d-gluconitrile	0	215
2274	Benzene, (1-pentylheptyl)-	0	246
2275	Tetradecanoic acid	0	228
2280	Phenol, 2-(1-phenylethyl)-	2	198
2287	2-(2-Diethylaminoethylamino)ethanol	0	160
2295	Benzene, (1-butylnonyl)-	2	260
2298	6,6,7-Trimethyl-octane-2,5-dione	0	184
2301	2-Pentadecanone, 6,10,14-trimethyl-	0	268
2302	Oleic Acid	0	282
2319	Indole-5-aldehyde	2	145
2341	2,4-Diphenyl-4-methyl-2(E)-pentene	2	236
2348	Pentadecanoic acid	2	242
2353	2-Ethylhexyl methyl isophthalate	0	292
2356	Pyrrolizidine-3-one, 5-propyl-	2	167
2378	Phenanthridine	2	179
2385	3,4'-Diisopropylbiphenyl	2	238
2390	Isophthalic acid, ethyl 2-methylprop-2-en-1-yl ester	0	248
2396	Ethanol, 2-[4-(1,1-dimethylpropyl)phenoxy]-	0	208
2400	9H-Carbazole, 9-nitroso-	0	196
2401	Dodecane, 1-chloro-	0	204
2407	Caffeine	2	194
2412	Pentadecanoic acid, 14-methyl-, methyl ester	2	270
2423	Acetamide, N-hexyl-	0	143
2424	Tonalid	2	258
2425	Benzene, 1-(1,1-dimethylethyl)-3,5-dimethyl-2,4,6-trinitro-	2	297
2435	Myristic acid vinyl ester	0	254
2446	6-Chloro-4-methyl-2-oxo-2H-chromen-7-yl N,N-dimethylcarbamate	0	281
2448	Benzocyclododecene, 2,3-diethyl-4a,5,6,7,8,9,10,11,12,13-decahydro-	0	272
2449	3-Benzyloxy-4-ethoxyphenylacetonitrile	0	267
2450	Dibenzothiophene, 3-methyl-	2	198
2461	2-Penten-1-amine, N,N,2-trimethyl-, (E)-	0	127
2474	Ethanone, 2,2-dimethoxy-1,2-diphenyl-	2	256
2475	Theobromine	2	180
2482	Acridine, 9,10-dihydro-	2	181
2484	Benzene, (1-methyldecyl)-	0	232
2489	4-Methylnaphtho[1,2-b]thiophene	2	198
2495	Pyrene, 1,3-dimethyl-	2	230
2503	3,4'-Diisopropylbiphenyl	2	238
2504	Dibutyl phthalate	0	278
2516	Bayer 28,589	2	251
2520	Clorophene	2	218
2528	Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-	2	258
2545	Anthracene, 1-methyl-	2	192
2549	Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-	2	258
2554	Propanamide, N-hexyl-	0	157
2556	1,4-Diphenyl-1-pentanone	0	238
2557	2-Cyclohexylpiperidine	0	167
2558	Phenanthrene, 1-methyl-	2	192
2559	1-Methyldibenzothiophene	0	198
2571	Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(2-methylpropyl)-	0	210
2588	Acridine, 9,10-dihydro-9,9-dimethyl-	2	209
2607	4H-Cyclopenta[def]phenanthrene	2	190
2612	1,2-Benzenedicarboxylic acid, butyl octyl ester	0	334
2615	Anthracene, 1-methyl-	2	192
2616	Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(2-methylpropyl)-	0	210
2625	Ethanol, 2-[4-(1,1-dimethylpropyl)phenoxy]-	2	208
2634	3H-Imidazo(4,5-f)quinoline, 3-methyl-	0	183
2636	Ethanol, 2-[2-(4-nonylphenoxy)ethoxy]-	0	308
2642	Octadecanoic acid, ethyl ester	0	312
2646	3H-Isobenzofuran-1-one, 6,7-dimethoxy-3-p-tolylamino-	0	299
2655	Phenylethyl salicylate	2	242
2656	3-Ethyldibenzothiophene	0	212
2659	Hexadecanoic acid, 15-methyl-, methyl ester	0	284
2667	1,7-Dimethyldibenzothiophene	2	212
2680	Benzene, 1,3-dimethoxy-5-[(1E)-2-phenylethenyl]-	2	240
2684	ç-Dodecalactone	0	198
2685	Musk ketone	2	294
2692	1,3-Dioxolane, 2-(4-methoxyphenyl)-2-methyl-	0	194
2695	Chlorpyrifos	2	349
2696	Naphtho[2,3-b]thiophene, 4,9-dimethyl-	2	212
2697	Naphthalene, 2-phenyl-	2	204
2704	3,7-Dimethyldibenzothiophene	2	212
2706	9,10-Anthracenedione	2	208
2711	Ethanol, 2-[4-(1,1-dimethylpropyl)phenoxy]-	0	208
2712	2-Propen-1-one, 1,3-diphenyl-, (E)-	2	208
2715	(S)(+)-Z-13-Methyl-11-pentadecen-1-ol acetate	0	282
2719	Methanone, bis(2-chlorophenyl)-	0	250
2720	9H-Pyrido[3,4-b]indole	2	168
2724	1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3à,4aá,6aà,10aá,10bà)]-	0	290
2728	1(2H)-Naphthalenone, 3,4-dihydro-4-phenyl-	2	222
2729	Phenol, 2-[(4-hydroxyphenyl)methyl]-	2	200
2730	4'-(1-Pyrroyl)acetophenone	2	185
2736	5á-Podocarpa-8,11,13-trien-16-oic acid, methyl ester	0	272
2747	2,8-Dimethyldibenzo(b,d)thiophene	2	212
2754	Methyl 2-ethylhexyl phthalate	0	292
2758	N-(2-Ethylhexyl)-5-norbornene-2,3-dicarboximide	2	275
2759	Naphtho[2,3-b]thiophene, 4,9-dimethyl-	2	212
2760	Eicosane, 2-methyl-	0	296
2765	Phenanthrene, 1,7-dimethyl-	2	206
2774	1-Phenanthrenecarboxaldehyde, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1S-(1à,4aà,10aá)]-	0	284
2780	Tridecanoic acid	0	214
2782	Phenylmethanediol dibutanoate	0	264
2784	Phenanthrene, 1,7-dimethyl-	2	206
2788	Tetradecane	0	198
2798	2,5,8,11,14-Pentaoxahexadecan-16-ol	0	252
2800	Oxybenzone	2	228
2805	p-Dicyclohexylbenzene	2	242
2806	N-(2-Ethylhexyl)-5-norbornene-2,3-dicarboximide	2	275
2818	4-Oxazolecarboxylic acid, 4,5-dihydro-2-phenyl-, 1-methylethyl ester	0	233
2823	Cycloeicosane	0	280
2829	Di(E)-but-2-enyl phthalate	0	274
2831	Fumaric acid, dicyclohexyl ester	0	280
2833	Pentaethylene glycol	0	238
2835	1,1'-Biphenyl, 2,2'-dimethyl-6,6'-dinitro-	0	272
2846	Hexaethylene glycol	0	282
2855	1-(p-Cumenyl)adamantane	0	254
2860	Methoxyacetic acid, 3-tetradecyl ester	0	286
2874	9,12-Octadecadienoic acid, methyl ester	2	294
2881	Phenanthrene, 2,5-dimethyl-	2	206
2888	trans-13-Octadecenoic acid, methyl ester	2	296
2890	Acetamide, N-hexyl-	0	143
2902	Phenanthrene, 2,3-dimethyl-	2	206
2904	Cyclopenta(def)phenanthrenone	2	204
2905	Phenol, 2-[(4-hydroxyphenyl)methyl]-	2	200
2910	2-(2H-Benzotriazol-2-yl)-5-methylphenol	2	225
2920	Naphthalene-2-carbonitrile, 1,2,3,4-tetrahydro-2-oxo-spiro-3-cyclohexane-	0	239
2929	Benzenamine, 4,4'-methylenebis[2-methyl-	2	226
2942	4'-Ethyl-4-biphenylcarboxylic acid	0	226
2943	Pyrene	2	202
2944	Thiabendazole	2	201
2949	1-Propanol, dl-2-benzylamino-,	0	165
2953	4H-Benz[de]anthracene, 5,6-dihydro-	2	218
2954	Phenanthrene, 1,7-dimethyl-	2	206
2995	Cyclopentene,1-hexyl-	0	152
2998	Benzenamine, 4,4'-methylenebis[2-methyl-	0	226
3000	Naphtho(2,1,8-def)quinoline	2	203
3006	Triclosan	2	288
3009	Pyrene	2	202
3018	Fumaric acid, dicyclohexyl ester	2	280
3019	cis-Chlordane	2	406
3032	Benzenamine, 4,4'-methylenebis[2-methyl-	2	226
3036	Benzene, 1,1'-cyclohexylidenebis-	2	236
3039	9,10-Anthracenedione, 2-methyl-	2	222
3041	Phenaleno[1,9-bc]thiophene	2	208
3061	Ethanol, 2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]-	2	294
3062	Tonalid	2	258
3065	Benzenamine, 4,4'-methylenebis[2-methyl-	2	226
3075	Indeno[2,1-b]chromene,	2	218
3076	2-Naphthalenamine, 1,2,3,4-tetrahydro-N-methyl-1-(2-methyl-1-propenyl)-, trans-	0	215
3077	Pyrene	2	202
3081	Hexadecanoic acid, 1,1-dimethylethyl ester	0	312
3082	2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester	2	290
3084	Benzoic acid, 3,3,5-trimethyl-6-oxo-2-phenyl-3,6-dihydro-2H-pyran-4-yl ester	0	336
3085	1,4-Ethenoanthracene, 1,4-dihydro-	2	204
3090	Chlordane	2	406
3093	Octadecanoic acid, ethyl ester	2	312
3100	Benzenamine, 4,4'-methylenebis[2-methyl-	2	226
3101	p-Terphenyl	2	230
3102	Benzeneacetaldehyde, à,à-diphenyl-	0	272
3103	1-Dimethyl(3-chloropropyl)silyloxypropane	0	194
3108	cis-Nonachlor	2	440
3109	Phenanthrene, 2,3,5-trimethyl-	2	220
3116	Benzo[kl]xanthene	2	218
3121	Triethylene glycol di(2-ethylhexoate)	0	402
3124	Cyclopropylphenylmethane	0	132
3128	Phenanthrene, 2,3,5-trimethyl-	2	220
3132	3-Amino-5-pyrazolol	0	99
3133	Benzoic acid, tridecyl ester	0	304
3134	à-d-Galactopyranoside, methyl 2-(acetylmethylamino)-2-deoxy-3,4-di-O-methyl-, 6-acetate	0	319
3135	Aziridine, 1,2-dimethyl-3-phenyl-	0	147
3137	2-Aminodiphenylsulfone	2	233
3143	Phenanthrene, 2,3,5-trimethyl-	2	220
3144	Indeno[2,1-b]chromene,	2	218
3145	l-isoleucine, N-dinitrophenyl-	0	297
3146	Phenol, 4,4'-(1-methylethylidene)bis-	2	228
3154	p,p'-DDE	2	316
3155	Cycloisolongifolene, 8,9-dehydro-9-vinyl-	2	228
3159	2-[2-[2-Methoxyethoxy]ethoxy-1,3-dioxalane	0	192
3162	1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-, methyl ester, [1S-(1à,4aà,10aá)]-	0	272
3163	Phenanthrene, 2,3,5-trimethyl-	2	220
3171	Methyl dehydroabietate	0	314
3172	9-Anthracenecarbonitrile	2	203
3176	Androst-5-en-17-one, 3-(acetyloxy)-19-hydroxy-, (3á)-	0	346
3177	Benzene, 1,1'-sulfonylbis(4-methyl-)	2	246
3182	9-Ethyl-10-methylanthracene	0	220
3186	Phthalic acid, 2-methylpent-3-yl octadecyl ester	0	502
3191	Propanal, 2-methyl-, ethylhydrazone	0	114
3192	1,7,7-Trimethyl-3-phenethylidenebicyclo[2.2.1]heptan-2-one	2	254
3194	Dibenzo[b,d]thiophene, 1,3,6,7-tetramethyl-	0	240
3195	7H-Benzo[c]fluorene	2	216
3202	Phthalic acid, hex-3-yl isohexyl ester	2	334
3203	Phenanthrene, 2,3,5-trimethyl-	2	220
3210	4H-Benzo[def]carbazole	2	191
3217	3-Ethoxy-5-propoxymethyl-4,5-dihydroisoxazole	0	187
3219	Dibutyl phthalate	0	278
3221	Phenanthrene, 2,3,5-trimethyl-	2	220
3227	Tributyl acetylcitrate	0	402
3230	Benzoic acid, 4-(methylamino)-	2	151
3232	3H-Cycloocta[c]pyran-3-one, 5,6,7,8,9,10-hexahydro-4-isopropyl-1-phenyl-	0	296
3239	Ethanol, 2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]-	0	294
3240	Benzene, 1,3-dimethoxy-5-[(1E)-2-phenylethenyl]-	2	240
3241	Cyclohexanone, 2,4-diacetyl-5-hydroxy-3-(4-methoxyphenyl)-5-methyl-	0	318
3247	2-Isopropyl-10-methylphenanthrene	2	234
3248	Allococaine	2	303
3249	2H-Phenanthro[9,10-b]pyran	0	232
3251	l-Alanine, N-(p-toluoyl)-, hexyl ester	0	291
3252	Triethylene glycol monododecyl ether	0	318
3253	Phthalic acid, cyclobutyl heptyl ester	0	318
3256	Fluoranthene, 2-methyl-	2	216
3268	Cocaine	0	303
3272	N1-Isopropyl-2-methyl-1,2-propanediamine	0	130
3274	Oxiraneoctanoic acid, 3-octyl-, methyl ester, cis-	0	312
3277	2,6-Diphenylpyridine	2	231
3286	1,2-Benzenedicarboxylic acid, bis(4-methylpentyl) ester	0	334
3297	Padimate O	2	277
3306	l-Alanine, N-(p-toluoyl)-, hexyl ester	0	291
3309	Phthalic acid, 2-chloropropyl heptyl ester	0	340
3322	2H-Phenanthro[9,10-b]pyran	0	232
3324	Pyrene, 2-methyl-	2	216
3325	1,8-Diazacyclotetradecane-2,7-dione	2	226
3330	7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene	0	270
3332	4-(Tetrahydro-1H-pyrrol-1-ylsulfonyl)aniline	0	226
3337	(3-Methylphenyl) methanol, 1-methylpropyl ether	0	178
3338	Benzoic acid, pentadecyl ester	0	332
3341	Tert-octyldiphenylamine	2	281
3342	Propanoic acid, 2-(benzoylamino)-3-phenyl-, methyl ester	0	283
3343	Anthracene, 9-(2-propenyl)-	2	218
3349	Phthalic acid, 2-chloropropyl heptyl ester	0	340
3350	Ethanol, 2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]-	2	294
3357	2H-Phenanthro[9,10-b]pyran	2	232
3361	Cyclopentanetridecanoic acid, methyl ester	0	296
3363	Phthalic acid, 8-chlorooctyl heptyl ester	0	410
3368	1,8-Diazacyclotetradecane-2,9-dione	2	226
3374	1-Propanol, dl-2-benzylamino-,	2	165
3378	Pyrene, 4-methyl-	2	216
3385	2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester	2	290
3386	3H-2-Benzopyran-3-one, octahydro-	0	154
3390	7H-Benzo[c]fluorene	2	216
3395	15-Isobutyl-(13àH)-isocopalane	2	332
3397	2,5,8,11,14-Pentaoxahexadecan-16-ol	0	252
3398	Acridin-9-amine, 1,2,3,4-tetrahydro-5,8-dimethyl-	0	226
3411	3,3,5,5-Tetramethylcyclopentene	0	124
3412	4H-[1,2,4]Triazole-3-thiol, 4-benzyl-5-furan-2-yl-	2	257
3417	Phthalic acid, hexyl nonyl ester	0	376
3420	Naphtho[2',3':4,5]imidazo[1,2-a]pyridine-6,11-dione	0	248
3422	1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,5,6,7,8,9,10,10a-dodecahydro-1,4a-dimethyl-7-(1-methylethyl)-, methyl ester, [1R-(1à,4aá,7á,10aà)]-	2	318
3423	Phenanthrene, 3,4,5,6-tetramethyl-	2	234
3429	4,8,12,16-Tetramethylheptadecan-4-olide	0	324
3431	2H-Pyran-2-one, tetrahydro-6-nonyl-	0	226
3434	1-Propanol, 2,3-dichloro-, phosphate (3:1)	0	428
3444	Eicosanoic acid, phenylmethyl ester	0	402
3456	Methyl dehydroabietate	2	314
3457	Benzyl butyl phthalate	0	312
3466	Benzoimidazol-2-one, 1-adamantan-1-yl-1,3-dihydro-	0	268
3476	Phthalic acid, 5-methylhex-2-yl pentadecyl ester	0	474
3483	Benzeneethanamine, 2-fluoro-á,3,4-trihydroxy-N-isopropyl-	0	229
3491	15-Isobutyl-(13àH)-isocopalane	2	332
3512	Ethanol, 2-butoxy-, phosphate (3:1)	0	398
3513	1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1S-(1à,4aà,10aá)]-	2	286
3518	Benzoic acid, pentadecyl ester	0	332
3530	Pyrene, 1,3-dimethyl-	2	230
3531	11H-Benzo[a]fluoren-11-one	2	230
3533	Isovaleric acid, eicosyl ester	0	382
3536	Piperonyl butoxide	2	338
3537	1(3H)-Isobenzofuranone, 5,6-dimethoxy-7-nitro-	2	239
3546	Phthalic acid, 5-methylhex-2-yl pentadecyl ester	0	474
3547	5-Acetyl-4-(2-furyl)-4,5,6,7-tetrahydro-6-hydroxy-3,6-dimethyl-1H-benzindazole	2	228
3555	Triphenyl phosphate	2	326
3561	26-Deoxy-26-ethylaminodihydroneotigogenin	0	445
3571	Pyrene, 1,3-dimethyl-	2	230
3572	2-Propen-1-one, 1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenyl-, (E)-	2	270
3577	4-Chlorobutyric acid, pentadecyl ester	0	332
3581	Phosphoric acid, isodecyl diphenyl ester	0	390
3586	Benzo[b]naphtho[2,3-d]thiophene	2	234
3587	6H-Benz[de]anthracen-6-one	2	230
3594	5H-Pyrrolo[2,3-b]pyrazine-2,3-dicarbonitrile, 6-amino-5-(2-dimethylaminoethyl)-7-(1-methyl-1H-benzoimidazol-2-yl)-	0	385
3595	2-[p-Chlorostyryl]-4-[4-[diethylamino]-1-methylbutyl]amino-6-methoxyquinoline	0	451
3596	Benzoyl chloride, 4-pentyl-	0	210
3597	Phthalic acid, 6-ethyl-3-octyl heptyl ester	0	404
3605	Ethanol, 2-[2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]ethoxy]-	2	338
3613	Benzo[ghi]fluoranthene	2	226
3620	Benz[c]acridine	2	229
3626	trans-anti-trans-Tricyclo[7.3.0.0(2,6)]-7-dodecene	0	162
3628	N-carbobenzyloxy-propan-3-ol-1-amine	0	374
3629	2-Cyclohexylpiperidine	0	167
3633	Phenanthro[4,3-b]thiophene	2	234
3641	Phthalic acid, 2-chloropropyl hexyl ester	0	326
3642	Benzene, (5-iodopentyl)-	0	274
3644	11H-Benzo[a]fluoren-11-one	2	230
3651	Benzamide, N-propyl-	2	163
3656	1,2-Benzenedicarboxylic acid, diheptyl ester	0	362
3667	13-Isopropylpodocarpen-12-ol-20-al	0	300
3676	Diethylene glycol dibenzoate	0	314
3677	Benzo[b]naphtho[2,1-d]thiophene	2	234
3681	l-Alanine, N-(p-toluoyl)-, hexyl ester	0	291
3691	5-n-Propylhydantoin	0	142
3692	4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dimethoxy-2-phenyl-	2	284
3698	Acetamide, N-hexyl-	0	143
3702	Benzene, 1,4-diethyl-2,3,5,6-tetramethyl-	2	190
3704	11H-Benzo[a]fluoren-11-one, 10-methyl-	2	244
3710	Benzoic acid, pentadecyl ester	0	332
3715	Naphtho(2,1-f)quinoline	2	229
3721	Phenol, 2,4-bis(1-phenylethyl)-	2	302
3722	Benz[a]anthracene	2	228
3727	Benzene, 1,1'-(1,1,2,2-tetramethyl-1,2-ethanediyl)bis-	0	238
3728	Butanedioic acid, 2,3-bis(benzoyloxy)-, [S-(R*,R*)]-	0	358
3729	2,3,4,5-Tetrafluorobenzyl alcohol, isopropyl ether	0	222
3730	Benzene, (1-azido-1-methylethyl)-	0	161
3732	1,3,4-Oxadiazole-2(3H)-thione, 5-(2-bromophenyl)-3-benzyl(methyl)aminomethyl-	0	389
3735	Benzo(c)carbazole	2	217
3745	1-Phenyldibenzofuran	2	244
3746	Benz[a]anthracene	2	228
3761	Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (3-phenoxyphenyl)methyl ester, (1R-cis)-	0	350
3766	1-Phenyldibenzofuran	2	244
3770	Diisooctyl phthalate	0	390
3771	Bis(2-ethylhexyl) phthalate	0	390
3787	Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, (3-phenoxyphenyl)methyl ester, (1R-cis)-	2	350
3801	Cyclopenta(cd)pyrene, 3,4-dihydro-	2	228
3806	Propanamide, N-hexyl-	0	157
3810	2-Phenylbutyryl chloride	0	182
3820	1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-	0	236
3823	Phosphoric acid, (1-methylethyl)phenyl diphenyl ester	2	368
3832	Dibromophenyl ether	2	482
3834	6H-Benz[de]anthracen-6-one	2	230
3837	Dodecanoic acid, phenylmethyl ester	0	290
3838	Carbonic acid, octyl phenyl ester	0	250
3841	2-Methylbenzo[b]naphtho[2,1-d]thiophene	2	248
3854	Benzo(b)carbazole	2	217
3861	Benzeneethanamine, 2-fluoro-á,3,4-trihydroxy-N-isopropyl-	0	229
3862	Phthalic acid, 6-methylhept-2-yl octyl ester	0	390
3864	Naphtho[2,1,8,7-klmn]xanthene	2	242
3875	(2,3-Diphenylcyclopropyl)methyl phenyl sulfoxide, trans-	2	332
3882	Acetic acid, 3-ethoxy-4,5-dihydroisoxazol-5-ylmethyl ester	0	187
3890	Phthalic acid, 4-methylhept-3-yl undecyl ester	0	432
3894	4-Hydroxy-1-indanone	0	148
3895	11H-Benzo[a]carbazole	2	217
3901	Phthalic acid, monoamide, N,N'-diethyl-N,N'-diphenyl-	0	372
3909	Cannabinol	2	310
