#peak_num	name	confidence
4084	Ethanol, 2-[2-[2-[2-[p-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]ethoxy]ethoxy]-	1
1552	N-Ethyl-1-phenyl-3-butanamine	0
1185	1-Cyclohexanone, 3-butyl-3-methyl-	1
2056	Celestolide	2
1880	Benzenesulfonamide, 2-methyl-	2
1685	Dodecane, 1-bromo-	1
1186	2-Cyclohexylpiperidine	0
512	4-Pyridinol	0
3537	1(3H)-Isobenzofuranone, 5,6-dimethoxy-7-nitro-	0
1083	Propanoic acid, 3-chloro-, 4-formylphenyl ester	0
2071	1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-	2
1846	Tetrahydrofuran-2-one, 5-[1-hydroxyhexyl]-	0
2152	2,2-diphenylpropionic acid, 2,2,2-trifluoroethyl ester	0
1094	2-Methoxy-4-vinylphenol	2
2093	3-(4-Buthoxybenzylthio)-1,2,4-(4H)-triazole	1
758	N-Glycylglycine	1
2249	Benzoic acid, 2-hydroxy-, pentyl ester	1
3862	Phthalic acid, 6-methylhept-2-yl octyl ester	1
2236	2-Propanol, 1-chloro-, phosphate (3:1)	2
2554	Propanamide, N-hexyl-	0
1634	Ethanol, 2-[2-(2-methoxyethoxy)ethoxy]-	1
919	Nonanoic acid	1
1014	N-tert-Octylacrylamide	1
720	Glutarimide	1
4089	1,2-Benzenedicarboxylic acid, mono(2-ethylhexyl) ester	0
1347	Ethyl trans-2-pentenoate	0
2571	Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(2-methylpropyl)-	0
1682	Desulfoglucobrassicin	0
802	3-Acetoxydodecane	0
3919	7-Oxodehydroabietic acid, methyl ester	2
1655	2-Propanone, 1-(4-hydroxy-3-methoxyphenyl)-	2
1789	Cycloheptane, 1-chloro-3-iodo-	0
1159	Methyl anthranilate	1
3322	2H-Phenanthro[9,10-b]pyran	0
3642	Benzene, (5-iodopentyl)-	1
3626	trans-anti-trans-Tricyclo[7.3.0.0(2,6)]-7-dodecene	0
1034	Silane, trimethyl(4-methyl-3-penten-1-ynyl)-	0
2101	1,3-Cyclopentadiene, 1-(4-bromobutyl)-5,5-dimethyl-	0
2131	7-Acetyl-2-hydroxy-2-methyl-5-isopropylbicyclo[4.3.0]nonane	0
1126	2(3H)-Benzofuranone, 3-methyl-	2
2143	Benzene, 1,1'-butylidenebis-	0
821	1,2-Ethanediol, 1-(2-furanyl)-	0
590	Dithiocarbamate, S-methyl-,N-(2-methyl-3-oxobutyl)-	0
2208	1-Pentadecanol acetate	1
3177	Benzene, 1,1'-sulfonylbis(4-methyl-)	2
1636	o-Hydroxybiphenyl	2
3239	Ethanol, 2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]-	1
1494	o-Cyanobenzoic acid	2
400	3,3,3-Trifluoro-N-(4-fluorophenyl)-2-(trifluoromethyl)propionamide	0
2045	Methyl propyl phthalate	1
2401	Dodecane, 1-chloro-	0
701	Benzaldehyde, 4-ethyl-	1
2183	Benzyl Benzoate	2
1860	4,7-Dimethoxyindan-1-one	0
1021	1H-Inden-1-one, 2,3-dihydro-	2
2461	2-Penten-1-amine, N,N,2-trimethyl-, (E)-	0
277	2-Cyclopenten-1-one, 2-hydroxy-3-methyl-	2
2177	Tetraethyleneglycol monomethylether	1
3970	Phthalic acid, benzyl isobutyl ester	1
2953	4H-Benz[de]anthracene, 5,6-dihydro-	2
571	2-Isobutyl-3-methylpyrazine	0
1642	3-Hexanol, 2,5-dimethyl-	0
2747	2,8-Dimethyldibenzo(b,d)thiophene	1
4223	2,2',4,4',5,-Penabromodiphenyl ether	2
2192	Phthalic acid, ethyl nonyl ester	1
1585	Butanamide, N-formyl-2-hydroxy-3-methyl-2-(1-methylethyl)-	1
2153	Swep	2
2022	Benzaldehyde, 3-phenoxy-	2
1292	Ethanone, 1-(3-hydroxyphenyl)-	2
2072	1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-	2
1903	Benzene, (1-ethylnonyl)-	2
3100	Benzenamine, 4,4'-methylenebis[2-methyl-	1
4707	Benzo[ghi]perylene	2
3476	Phthalic acid, 5-methylhex-2-yl pentadecyl ester	1
598	2H-Pyran, 2-(3-butynyloxy)tetrahydro-	0
2729	Phenol, 2-[(4-hydroxyphenyl)methyl]-	2
1919	Dodecane, 1-chloro-	1
669	N(N'-Methyl-N'-nitroso(aminomethyl))benzamide	0
1092	2-Propanol, 1,1'-[(1-methyl-1,2-ethanediyl)bis(oxy)]bis-	1
846	Triethylene glycol	1
1441	5-Undecene, 7-methyl-, (Z)-	1
653	1,3-Cyclopentadiene, 1,2,5,5-tetramethyl-	0
601	2,3-Dimethyl-3-pyrazolin-5-one	0
858	Benzenemethanol, 4-ethyl-	2
1848	Benzothiazole, 2-(methylthio)-	2
181	1H,1H,2H,2H-Perfluorodecan-1-ol	0
1349	Acetonitrile, 2-chloro-2-[dimethylamine(N-B)bis(trifluoromethyl)boryl]-	0
1964	1(2H)-Acenaphthylenone	2
1633	4-(Phenylmethyl)benzeneethanamine	0
3363	Phthalic acid, 8-chlorooctyl heptyl ester	1
2559	1-Methyldibenzothiophene	0
2719	Methanone, bis(2-chlorophenyl)-	1
357	2,5-Dimethyl-4-hydroxy-3(2H)-furanone	2
297	1-Propanol, 2,2'-oxybis-	2
1332	1,2-Ethanediamine, N,N,N'-trimethyl-	1
1663	Myristoleic acid	0
3077	Pyrene	2
1740	3-tert-Butyl-4-hydroxyanisole	1
335	4-t-Butylurazole	0
3704	11H-Benzo[a]fluoren-11-one, 10-methyl-	1
3121	Triethylene glycol di(2-ethylhexoate)	1
1984	Patchouli alcohol	1
3256	Fluoranthene, 2-methyl-	2
4187	Squalene	1
1963	Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-	2
3823	Phosphoric acid, (1-methylethyl)phenyl diphenyl ester	2
993	2(3H)-Furanone, 3-acetyldihydro-3-methyl-	1
524	Octanoic acid, methyl ester	1
3385	2-Propenoic acid, 3-(4-methoxyphenyl)-, 2-ethylhexyl ester	2
1843	8,11-Dimethyl-2,9,10-trioxa-6-azonia-1-boratatricyclo[4.3.3.0(1,6)]dodecane	0
1620	1,3-Benzodioxol-5-amine	0
3134	à-d-Galactopyranoside, methyl 2-(acetylmethylamino)-2-deoxy-3,4-di-O-methyl-, 6-acetate	0
3032	Benzenamine, 4,4'-methylenebis[2-methyl-	0
1513	Indole, 3-methyl-2-(2-dimethylaminopropyl)-	0
966	Caprolactam	1
1985	5H-[1]Benzopyrano[3,4-b]pyridin-5-one, 9-amino-1,2,3,4-tetrahydro-	0
674	(2,2-Dimethylcyclobutyl)methylamine	0
432	2-Pyrrolidinone	2
3735	Benzo(c)carbazole	2
939	2H-Pyran, 2-(bromomethyl)tetrahydro-	1
140	1-Hexene, 1-butoxy-2-ethyl-	0
1783	Methanamine, 1-(dicyclohexylphosphino)-N,N-dimethyl-	0
1531	Benzeneacetic acid, 4-hydroxy-, methyl ester	2
2412	Pentadecanoic acid, 14-methyl-, methyl ester	1
595	Cyclohexanone, 2-acetyl-	0
3909	Cannabinol	2
2696	Naphtho[2,3-b]thiophene, 4,9-dimethyl-	2
1036	Cyclopentanone	0
1972	2-Dodecanone	1
1800	Octadecanal	1
451	Furyl hydroxymethyl ketone	1
265	Glycerin	1
568	Succinimide	2
2356	Pyrrolizidine-3-one, 5-propyl-	1
1216	2-Methylpiperidine	0
4218	Acetamide, N-(3-dimethylaminopropyl)-2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydropurin-7-yl)-	1
1659	Benzene, (1-azido-1-methylethyl)-	0
3633	Phenanthro[4,3-b]thiophene	2
723	2-Cyclohexen-1-one, 4-ethyl-4-methyl-	0
1451	Dodecane, 1-chloro-	1
1314	2-Carbomethoxy-8-methyl-8-azabicyclo[3.2.1]oct-2-ene	2
3577	4-Chlorobutyric acid, pentadecyl ester	0
1452	3-Tetradecene, (Z)-	1
1751	1-Decen-3-one	1
1372	Pyridine, 3-(3,4-dihydro-2H-pyrrol-5-yl)-	2
2407	Caffeine	2
1020	Phenol, p-tert-butyl-	2
375	3-Methyl-isoxazol-5(4H)-one	1
3143	Phenanthrene, 2,3,5-trimethyl-	2
3186	Phthalic acid, 2-methylpent-3-yl octadecyl ester	0
979	Formic acid, 1-phenylpropyl ester	0
616	Hexanamide	0
2041	1-Hexanamine, 2-ethyl-N-(2-ethylhexyl)-N-methyl-	1
1896	Cinnamaldehyde, à-pentyl-	2
1770	Heptane, 2,3-dimethyl-	0
890	4-Oxononanal	0
3916	Benzoic acid, undecyl ester	0
1893	1-Nonanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoro-	0
3837	Dodecanoic acid, phenylmethyl ester	1
2235	Diazinone	2
4771	1,8-Diazacyclotetradecane-2,9-dione	0
3513	1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1S-(1à,4aà,10aá)]-	1
2341	2,4-Diphenyl-4-methyl-2(E)-pentene	2
1312	Benzene, 2-isocyanato-1,3-bis(1-methylethyl)-	2
3771	Bis(2-ethylhexyl) phthalate	0
1805	4-Methyloctanoic acid	1
1941	Allyl levulinate	0
967	N,N-Diamylmethylamine	0
3491	15-Isobutyl-(13àH)-isocopalane	1
646	2(3H)-Furanone, dihydro-4-hydroxy-	1
4160	Dibenzyl phthalate	1
3692	4H-1-Benzopyran-4-one, 2,3-dihydro-5,7-dimethoxy-2-phenyl-	1
914	Hexanoic acid, 4-hexadecyl ester	0
3085	1,4-Ethenoanthracene, 1,4-dihydro-	2
1321	5-Hydroxymethyldihydrofuran-2-one	1
2520	Clorophene	2
1484	Ethyl trans-2-pentenoate	1
3133	Benzoic acid, tridecyl ester	1
3864	Naphtho[2,1,8,7-klmn]xanthene	2
1048	Glucopyranuronamide, 1-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1,4-dideoxy-4-(D-2-(2-(methylamino)acetamido)hydracrylamido)-, á-D-	0
1861	Diphenylamine	2
1047	2-Furancarboxylic acid, hydrazide	0
539	Butyl-tert-butyl-isopropoxyborane	0
929	3-Oxo-4-phenylbutyronitrile	0
2098	Tetradecanoic acid	1
3967	Benzene, 1,1'-(1,4-dimethyl-1-butene-1,4-diyl)bis-	0
1184	n-Decanoic acid	1
753	Methyl salicylate	2
3536	Piperonyl butoxide	2
3973	Benz(a)anthracene-7,12-dione	2
322	2,2-Dimethyl-3-heptanone	0
1726	Dodecane, 1-chloro-	1
1436	3-Hydroxybenzhydrazide	2
608	1,2-Dioxolan-3-one, 5-methyl-4-methylene-	0
1080	4a(2H)-Naphthalenol, octahydro-4,8a-dimethyl-,(4à,4aà,8aá)-	0
3512	Ethanol, 2-butoxy-, phosphate (3:1)	2
528	Cyclopentanone, 2,3-dimethyl-	2
3834	6H-Benz[de]anthracen-6-one	2
2448	Benzocyclododecene, 2,3-diethyl-4a,5,6,7,8,9,10,11,12,13-decahydro-	0
857	3-Pyridinecarbonitrile	1
2730	4'-(1-Pyrroyl)acetophenone	1
1035	Isosorbide	2
538	Levoglucosenone	1
3084	Benzoic acid, 3,3,5-trimethyl-6-oxo-2-phenyl-3,6-dihydro-2H-pyran-4-yl ester	1
1510	4-Methylphthalaldehyde	0
2385	3,4'-Diisopropylbiphenyl	2
680	2(1H)-Pyridinone, 3,6-dimethyl-	0
1033	1,2-Benzenediol, 4-[2-(methylamino)ethyl]-	1
3332	4-(Tetrahydro-1H-pyrrol-1-ylsulfonyl)aniline	0
2077	Phenol, 2-(1-phenylethyl)-	2
26	3,4,5,6-Tetrahydrophthalic anhydride	1
2165	Tri(2-chloroethyl) phosphate	2
3397	2,5,8,11,14-Pentaoxahexadecan-16-ol	1
3195	7H-Benzo[c]fluorene	2
1341	Coumarin, 3-bromo-7-ethylamino-4,6-dimethyl-	0
3342	Propanoic acid, 2-(benzoylamino)-3-phenyl-, methyl ester	1
3041	Phenaleno[1,9-bc]thiophene	2
1068	5-Acetoxymethyl-2-furaldehyde	0
3644	11H-Benzo[a]fluoren-11-one	2
1576	Cyclohexanone, 2-octyl-	0
3572	2-Propen-1-one, 1-(2,6-dihydroxy-4-methoxyphenyl)-3-phenyl-, (E)-	2
1155	Benzamide	0
764	Catechol	2
2449	3-Benzyloxy-4-ethoxyphenylacetonitrile	0
2058	1,3-Cyclohexadiene-1-carboxylic acid, 2,6,6-trimethyl-, ethyl ester	0
3350	Ethanol, 2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]-	1
1784	Lauryl acetate	1
642	3-Pyridinol, 6-methyl-	0
985	Benzylidenemalonaldehyde	1
1920	n-Tridecan-1-ol	1
699	2-Decanone	1
2800	Oxybenzone	2
2254	2,3-Quinoxalinedione, 1,4-dihydro-6-methyl-	1
1923	1,3-Cyclopentadiene, 2-(4-bromobutyl)-5,5-dimethyl-	0
1852	Cedrol	2
3182	9-Ethyl-10-methylanthracene	0
1967	2(3H)-Furanone, dihydro-5-methyl-5-(2-methylpropyl)-	0
1847	Propylparaben	2
1578	á-D-Glucopyranose, 1,6-anhydro-	1
1430	2,5-Hexanedione, 3,4-dimethyl-	0
533	Phenylethyl Alcohol	2
2806	N-(2-Ethylhexyl)-5-norbornene-2,3-dicarboximide	1
904	2-Hexanone, 6-(acetyloxy)-	1
1156	Perfluorooctane	0
1482	2-Pentenoic acid, 4-oxo-, methyl ester, (Z)-	1
567	2(3H)-Furanone, 5-acetyldihydro-	2
35	2-Butanone, 3,3-dimethyl-	1
1737	7-Methoxymethyl-2,7-dimethylcyclohepta-1,3,5-triene	0
3390	7H-Benzo[c]fluorene	2
3349	Phthalic acid, 2-chloropropyl heptyl ester	1
4418	Dimantine	0
429	3-Methyl-1-nitrobut-2-ene	0
734	3-Trifluoroacetoxypentadecane	0
3801	Cyclopenta(cd)pyrene, 3,4-dihydro-	0
3456	Methyl dehydroabietate	2
1289	2-Dodecanol	0
2047	p-Hydroxybiphenyl	2
860	9-Oxabicyclo[3.3.1]nonan-2-ol, 6-[(tetrahydropyran-3-yl)oxy]-	0
362	2-Cyclopenten-1-one, 3-ethyl-2-hydroxy-	1
2607	4H-Cyclopenta[def]phenanthrene	2
1809	3-Methyl-3H-benzothiazol-2-one	2
4081	1H-Isoindole, 2,3-dihydro-	0
3036	Benzene, 1,1'-cyclohexylidenebis-	2
3132	3-Amino-5-pyrazolol	1
970	Benzoic acid, 4-methyl-	2
2949	1-Propanol, dl-2-benzylamino-,	1
2874	9,12-Octadecadienoic acid, methyl ester	1
4001	Piperonyl butoxide	0
3343	Anthracene, 9-(2-propenyl)-	1
1840	11-Bromoundecanoic acid	0
3875	(2,3-Diphenylcyclopropyl)methyl phenyl sulfoxide, trans-	2
2196	cis-à-Bisabolene	1
1165	Nonanamide	1
2011	4-(4-Methoxycarbonylbutyl)-4-butanolide	1
1979	Methyl myristoleate	1
610	3-Methoxymethoxy-2-methyl-non-1-ene	0
2396	Ethanol, 2-[4-(1,1-dimethylpropyl)phenoxy]-	0
1727	n-Tridecan-1-ol	1
3431	2H-Pyran-2-one, tetrahydro-6-nonyl-	1
805	Dianhydromannitol	1
676	Acetic acid, 4-methyl-2-oxotetrahydropyran-4-yl ester	1
498	1-Hexene, 3,4,5-trimethyl-	0
1891	Decanoic acid, octyl ester	0
2855	1-(p-Cumenyl)adamantane	0
2348	Pentadecanoic acid	1
1194	Hydantoin	1
2141	Pentadecane, 1-bromo-	1
2697	Naphthalene, 2-phenyl-	2
3338	Benzoic acid, pentadecyl ester	1
505	Pyridine, 2,3,4,5-tetrahydro-	1
2954	Phenanthrene, 1,7-dimethyl-	2
1272	2-Propenoic acid, 3-phenyl-, methyl ester	2
652	Acetic acid, phenylmethyl ester	2
1364	1,4,7,10-Tetraoxacyclododecan-2-one	0
2995	Cyclopentene,1-hexyl-	1
3019	cis-Chlordane	2
53	Benzene, 1-ethyl-2-methyl-	1
773	Cyclobutanone, 2-methyl-4-hydroxy-	0
3954	Benz[a]anthracene, 12-methyl-	2
3806	Propanamide, N-hexyl-	0
1016	2H-Pyran-2-one, tetrahydro-6-propyl-	1
1575	Tetraethylene glycol	1
1395	2,4,6-Trimethyl-1,6-heptadien-4-ol	1
1286	2-Tridecen-1-ol, (E)-	1
527	2-Hexanone, 6-bromo-	0
957	Butanoic acid, 3-methyl-, 3-phenylpropyl ester	1
1127	m-Ethylaminophenol	1
1791	Benzene, (1-methylundecyl)-	0
1867	1-Hydroxy-1,2,3,4-tetrahydronaphthalene-8-carboxaldehyde	1
3620	Benz[c]acridine	2
2222	N-(2-Cyano-ethyl)-benzenesulfonamide	2
1190	Cyclopentaneethanol, 2-(hydroxymethyl)-á,3-dimethyl-	0
1883	2-Carbomethoxyphenyl isocyanate	0
3155	Cycloisolongifolene, 8,9-dehydro-9-vinyl-	1
1401	5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-	1
1523	2H-Pyran-2-one, 5,6-dihydro-6-pentyl-	1
920	Propanoic acid, dimethyl(ethenyl)silyl ester	0
3901	Phthalic acid, monoamide, N,N'-diethyl-N,N'-diphenyl-	0
3135	Aziridine, 1,2-dimethyl-3-phenyl-	1
3006	Triclosan	2
1391	Phenol, 2,6-bis(1,1-dimethylethyl)-	2
2066	1,2(4H)-Oxazine-3-ol, 5,6-dihydro-6-oxo-, benzoate	1
1275	Chloroxylenol	0
3203	Phenanthrene, 2,3,5-trimethyl-	1
1045	p-Isopropenylphenol	1
242	Benzyl chloride	0
2091	Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-	2
3531	11H-Benzo[a]fluoren-11-one	2
724	Ethanone, 1-(4-methylphenyl)-	2
1274	Octanoic acid, 8-hydroxy-, methyl ester	1
2667	1,7-Dimethyldibenzothiophene	2
2176	3,5-di-tert-Butyl-4-hydroxybenzaldehyde	2
503	2-Cyclohexen-1-one, 4,5-dimethyl-	0
3217	3-Ethoxy-5-propoxymethyl-4,5-dihydroisoxazole	0
602	Heptanoic acid, 2-methylbutyl ester	0
3076	2-Naphthalenamine, 1,2,3,4-tetrahydro-N-methyl-1-(2-methyl-1-propenyl)-, trans-	0
1220	2-Pentenoic acid, 4-oxo-, methyl ester, (Z)-	1
4494	Hydroxyclomipramine	0
3253	Phthalic acid, cyclobutyl heptyl ester	1
2275	Tetradecanoic acid	1
2910	2-(2H-Benzotriazol-2-yl)-5-methylphenol	2
2720	9H-Pyrido[3,4-b]indole	2
2390	Isophthalic acid, ethyl 2-methylprop-2-en-1-yl ester	0
348	Benzene, 1-ethynyl-4-methyl-	1
1897	Triethyl citrate	2
1965	1-Nitro-á-d-arabinofuranose, tetraacetate	0
3398	Acridin-9-amine, 1,2,3,4-tetrahydro-5,8-dimethyl-	0
1806	Pentane, 2-methoxy-	0
776	2,5-Dimethylbenzyl chloride	1
3629	2-Cyclohexylpiperidine	1
4474	Perylene, 3-methyl-	2
3162	1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-, methyl ester, [1S-(1à,4aà,10aá)]-	0
1095	Divinyl sulfide	1
999	2-Dodecanone	1
360	6,7-Dodecanedione	1
1723	Cyclopropane, 1-acetyl-2-(2,2,2-trichloroethyl)-	0
3656	1,2-Benzenedicarboxylic acid, diheptyl ester	1
2028	Benzoic acid, 2-ethylhexyl ester	1
2083	3-(4-Buthoxybenzylthio)-1,2,4-(4H)-triazole	0
2833	Pentaethylene glycol	0
4009	Octocrylene	2
319	2(3H)-Furanone, 5-ethenyldihydro-5-methyl-	1
2890	Acetamide, N-hexyl-	1
816	Phenol, 4-(1-methylethyl)-	2
3368	1,8-Diazacyclotetradecane-2,9-dione	2
3924	Benzenemethanol, 2-hydroxy-5-methyl-	0
1839	Dec-9-en-6-oxo-1-ylamide	1
1279	Perfluorooctane	0
1254	1,6-Anhydro-2,3-dideoxy-á-D-threo-hexopyranose	0
2706	9,10-Anthracenedione	2
2057	m-Anisic acid, 4-cyanophenyl ester	2
2881	Phenanthrene, 2,5-dimethyl-	2
3702	Benzene, 1,4-diethyl-2,3,5,6-tetramethyl-	1
2446	6-Chloro-4-methyl-2-oxo-2H-chromen-7-yl N,N-dimethylcarbamate	0
4142	à-[2-Piperidyl]-2,6-di-[p-trifluoromethylphenyl]-4-pyridinemethanol	0
909	Benzoylformic acid	2
3324	Pyrene, 2-methyl-	2
3429	4,8,12,16-Tetramethylheptadecan-4-olide	1
1342	3-Isopropoxy-benzoic acid	0
1802	2,5-Cyclohexadiene, 1,4-diethyl-1,4-dimethyl-	1
1231	Benzoic acid, hexyl ester	1
1281	3-Cyano-3-methyl-4-oxopentanamide	1
1206	3-Buten-2-one, 4-phenyl-, (E)-	2
1164	Pentafluoropropionic acid, 10-undecenyl ester	1
3691	5-n-Propylhydantoin	0
2724	1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3à,4aá,6aà,10aá,10bà)]-	0
393	6-Amino-hex-2-en-1-ol	0
2004	13,16-Octadecadienoic acid, methyl ester	1
1776	3-Ethyl-4-nonanol	0
863	2-Cyclohexylpiperidine	0
3330	7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthrene	0
2159	Tetradecane, 1-chloro-	1
234	3-Ethenyl-3-methylcyclopentanone	0
2715	(S)(+)-Z-13-Methyl-11-pentadecen-1-ol acetate	1
3065	Benzenamine, 4,4'-methylenebis[2-methyl-	1
3894	4-Hydroxy-1-indanone	0
969	n-Decanoic acid	0
3306	l-Alanine, N-(p-toluoyl)-, hexyl ester	1
1465	4-n-Butylbenzoic acid, 2-ethylcyclohexyl ester	0
1491	1-Acetoxy-p-menth-3-one	0
1525	1(3H)-Isobenzofuranone, 5-methyl-	2
747	1-Heptene, 3-methyl-	0
924	5-Vinyl-pyrazole	0
1273	1,3,4-Trimethyl-5-ethoxypyrazole	0
1995	(S)-(+)-2',3'-Dideoxyribonolactone	1
2050	Decanamide, N-(2-hydroxyethyl)-	1
1227	Cyclopropane, 1-heptyl-2-methyl-	1
3417	Phthalic acid, hexyl nonyl ester	1
1748	5-Nitro-3-cyano-2(1H)-pyridone	0
4292	Dimantine	0
1539	1H-Pyrrole-2-carboxaldehyde, 5-methyl-	0
543	2-Cyclopenten-1-one, 3-ethyl-2-hydroxy-	2
2516	Bayer 28,589	2
1285	7-(Benzyloxy-methylene)-bicyclo[2.2.1]heptane-1-carboxylic acid, methyl ester	0
1308	Benzyl alcohol, 3-ethylamino-	0
3561	26-Deoxy-26-ethylaminodihydroneotigogenin	0
4075	1,3,4-Oxadiazole-2(3H)-thione, 5-(2-bromophenyl)-3-benzyl(methyl)aminomethyl-	0
1948	2-Propenoic acid, tridecyl ester	1
3681	l-Alanine, N-(p-toluoyl)-, hexyl ester	1
684	Benzeneacetic acid, methyl ester	2
3910	Benzene, 1,1'-(1,4-dimethyl-1-butene-1,4-diyl)bis-	0
1224	Benzaldehyde, 4-hydroxy-	2
545	3-Ureidopropionic acid, N-dimethylaminomethylene-, butyl ester	0
2190	Trichloroacetic acid, 1-adamantylmethyl ester	0
3667	13-Isopropylpodocarpen-12-ol-20-al	0
1998	Benzene, (1-methylundecyl)-	1
2146	Phthalic acid, methyl neopentyl ester	0
3144	Indeno[2,1-b]chromene,	2
4082	Phthalic acid, bis(7-methyloctyl) ester	1
2298	6,6,7-Trimethyl-octane-2,5-dione	1
1125	4-tert-Butylcyclohexyl acetate	1
3251	l-Alanine, N-(p-toluoyl)-, hexyl ester	1
4105	3-Pyridinecarbonitrile, 1,4-dihydro-1-methyl-	0
2061	2-Furancarboxylic acid, tetrahydro-3-methyl-5-oxo-, methyl ester	1
1437	2-Propenoic acid, 3-(2-hydroxyphenyl)-, (E)-	2
2023	Pyrrolidine, 2-methylthio-5-pentyl-	0
459	1-Butanamine, N-ethyl-	0
663	Ethanone, 1-(3-ethyloxiranyl)-	1
3422	1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,5,6,7,8,9,10,10a-dodecahydro-1,4a-dimethyl-7-(1-methylethyl)-, methyl ester, [1R-(1à,4aá,7á,10aà)]-	1
1313	Methyl-3-(2,2-dichlorovinyl)-2,2-dimethyl-(1-cyclopropane)carboxylate,c&t	0
457	4-Nonenal, (E)-	1
3861	Benzeneethanamine, 2-fluoro-á,3,4-trihydroxy-N-isopropyl-	0
1708	2,4-Imidazolidinedione, 5-(2-methylpropyl)-, (S)-	0
374	3-Acetyl-1H-pyrroline	1
3146	Phenol, 4,4'-(1-methylethylidene)bis-	2
2274	Benzene, (1-pentylheptyl)-	1
4632	Picene	1
2680	Benzene, 1,3-dimethoxy-5-[(1E)-2-phenylethenyl]-	2
1174	n-Decanoic acid	1
3018	Fumaric acid, dicyclohexyl ester	2
1402	Undecylenic acid	1
2944	Thiabendazole	2
3581	Phosphoric acid, isodecyl diphenyl ester	2
1709	á-d-Lyxofuranoside, O-nonyl-	0
4086	7-Phenylisoquinoline	0
762	Pyrazine	0
2135	1H-Isoindole-1,3(2H)-dione, 2-(2-hydroxyethyl)-	1
380	2,N-Dibenzoyl-6-hexanelactam	0
916	1-Ethoxypropan-2-yl acetate	0
3000	Naphtho(2,1,8-def)quinoline	2
2044	1,2-Benzenediol, o-(1-adamantancarbonyl)-o'-(cyclobutanecarbonyl)-	0
2048	Benzene, (1-pentylheptyl)-	2
3411	3,3,5,5-Tetramethylcyclopentene	0
4573	Carinol	0
3546	Phthalic acid, 5-methylhex-2-yl pentadecyl ester	1
3962	2H-Pyran, tetrahydro-2-(12-pentadecynyloxy)-	0
1337	2,3-Dimethylhydroquinone	0
1443	Dodecyltrimethylammonium chloride	0
1966	Benzenesulfonamide, 4-methyl-	2
3745	1-Phenyldibenzofuran	2
1149	Piperonal	1
4011	1,1'-Biphenyl, 2-formyl-4',5',6'-trimethoxy-	0
2400	9H-Carbazole, 9-nitroso-	2
1757	Benzoic acid, 2-hydroxy-, 2-methylbutyl ester	2
2798	2,5,8,11,14-Pentaoxahexadecan-16-ol	1
2272	4-O-Acetyl-2,5-di-O-methyl-3,6-dideoxy-d-gluconitrile	1
1872	Benzene, (1-propyloctyl)-	2
2823	Cycloeicosane	1
3230	Benzoic acid, 4-(methylamino)-	0
1808	Fluorene	1
1953	n-Hexyl salicylate	2
2782	Phenylmethanediol dibutanoate	1
1090	4H-1,2,4-Triazol-3-amine, 4-methyl-	1
3651	Benzamide, N-propyl-	0
3341	Tert-octyldiphenylamine	2
1924	Phenol, 4-(1,1-dimethylpropyl)-	0
2759	Naphtho[2,3-b]thiophene, 4,9-dimethyl-	1
2545	Anthracene, 1-methyl-	2
3081	Hexadecanoic acid, 1,1-dimethylethyl ester	1
2295	Benzene, (1-butylnonyl)-	1
3746	Benz[a]anthracene	2
1011	2-Furancarboxylic acid, tetrahydro-3-methyl-5-oxo-	1
3555	Triphenyl phosphate	2
3483	Benzeneethanamine, 2-fluoro-á,3,4-trihydroxy-N-isopropyl-	1
740	(S)-(+)-2',3'-Dideoxyribonolactone	1
2636	Ethanol, 2-[2-(4-nonylphenoxy)ethoxy]-	1
1413	2-(2-Diethylamino-ethoxy)-fluoren-9-one	0
443	4-Hexen-2-one, 3-methyl-	1
796	Phenol, 4-ethenyl-, acetate	1
1514	Fumaric acid, 2-butyl isobutyl ester	1
2556	1,4-Diphenyl-1-pentanone	0
3386	3H-2-Benzopyran-3-one, octahydro-	0
881	Butanoic acid, 2-ethyl-2,3,3-trimethyl-	0
1632	1,8(2H,5H)-Naphthalenedione, hexahydro-8a-methyl-, cis-	0
